     ,make ,address ,all ,3d  ,our ,over ,remove ,internet ,order ,mail ,recieve ,will ,people ,report ,addresses ,free ,buisness ,email ,you ,credit ,your ,font ,000   ,money ,hp  ,hpl ,george ,650   ,lab ,labs ,telnet ,857   ,data ,415   ,85   ,technology ,1999   ,parts ,pm  ,direct ,cs  ,meeting ,original ,project ,re  ,edu ,table ,conference ,;   ,(   ,[   ,!   ,$   ,#   ,capital_run_length_average ,capital_run_length_longest ,capital_run_length_total ,spam
1082 , 0.0 ,    0.0 ,0.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 1.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     1.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     2.264 ,                        49 ,                     428 ,   1
1055 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     1.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     2.813 ,                        26 ,                    2510 ,   1
1064 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     2.086 ,                       104 ,                     703 ,   1
 542 , 1.0 ,    0.0 ,0.0 ,1.0 ,0.0 , 0.0 ,   0.0 ,     1.0 ,  0.0 , 0.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   1.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     1.42  ,                        27 ,                     250 ,   1
 230 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,                     5.328 ,                        47 ,                    1087 ,   1
 249 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 1.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                     5.423 ,                        51 ,                    1128 ,   1
 261 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                     5.423 ,                        51 ,                    1128 ,   1
1568 , 1.0 ,    0.0 ,1.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     5.335 ,                        73 ,                    1590 ,   1
   8 , 1.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 1.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 1.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,                     9.744 ,                       445 ,                    1257 ,   1
1547 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     1.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                    10.817 ,                       887 ,                    1244 ,   1
 223 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  1.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   1.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                     2.689 ,                        49 ,                     476 ,   1
1346 , 0.0 ,    0.0 ,0.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 1.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  1.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,                     3.705 ,                        54 ,                     478 ,   1
1345 , 0.0 ,    0.0 ,0.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  1.0 ,  1.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,                     3.705 ,                        54 ,                     478 ,   1
 285 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   1.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,1.0 ,                     5.058 ,                        45 ,                    1128 ,   1
 281 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 1.0 ,     0.0 ,  1.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   1.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                     4.979 ,                        45 ,                    1200 ,   1
 407 , 1.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     4.93  ,                       113 ,                    3550 ,   1
1302 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    1.0 , 0.0 ,   1.0 ,   0.0 ,      1.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,                     3.625 ,                        54 ,                     504 ,   1
 591 , 0.0 ,    1.0 ,1.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 1.0 ,    1.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,                     3.155 ,                        94 ,                     385 ,   1
 825 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  1.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,                     9.705 ,                       148 ,                    1514 ,   1
 411 , 0.0 ,    0.0 ,1.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     5.634 ,                       158 ,                    1234 ,   1
1191 , 1.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 1.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   1.0 , 1.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     5.76  ,                       175 ,                     795 ,   1
 963 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     3.922 ,                       489 ,                    3271 ,   1
 314 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,                     2.576 ,                        48 ,                     389 ,   1
 817 , 0.0 ,    0.0 ,1.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      1.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 1.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     4.47  ,                        74 ,                     675 ,   1
 359 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,                     3.922 ,                       489 ,                    3271 ,   1
1448 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 1.0 ,   0.0 ,     0.0 ,  0.0 , 1.0 ,    0.0 , 1.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       1.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,                     4.923 ,                       103 ,                    1029 ,   1
1176 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,                     2.349 ,                        31 ,                     477 ,   1
 370 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     3.922 ,                       489 ,                    3271 ,   1
 595 , 1.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,1.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     9.827 ,                       164 ,                    1592 ,   1
 612 , 0.0 ,    1.0 ,0.0 ,0.0 ,1.0 , 1.0 ,   1.0 ,     0.0 ,  0.0 , 0.0 ,    1.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
1475 , 0.0 ,    0.0 ,1.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  1.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.323 ,                       669 ,                    1365 ,   1
1202 , 0.0 ,    0.0 ,1.0 ,0.0 ,1.0 , 0.0 ,   1.0 ,     0.0 ,  0.0 , 0.0 ,    0.0 , 0.0 ,   1.0 ,   0.0 ,      1.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
 695 , 0.0 ,    0.0 ,0.0 ,0.0 ,1.0 , 1.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    1.0 , 0.0 ,   1.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   1.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
1791 , 0.0 ,    0.0 ,0.0 ,0.0 ,0.0 , 1.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,0.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
1806 , 0.0 ,    0.0 ,1.0 ,0.0 ,1.0 , 0.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    0.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  0.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
 991 , 1.0 ,    0.0 ,1.0 ,0.0 ,1.0 , 1.0 ,   0.0 ,     0.0 ,  1.0 , 0.0 ,    1.0 , 0.0 ,   0.0 ,   0.0 ,      0.0 , 0.0 ,     0.0 ,  1.0 ,0.0 ,   0.0 , 0.0 , 0.0 ,  0.0 ,  0.0 ,0.0 ,0.0 ,   0.0 ,  0.0 ,0.0 , 0.0 ,   0.0 ,  0.0 , 0.0 ,  0.0 , 0.0 ,       0.0 ,   0.0 ,  0.0 ,0.0 ,   0.0 ,0.0 ,    0.0 ,     0.0 ,    0.0 ,1.0 ,0.0 ,  0.0 ,       0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,                     8.55  ,                       669 ,                    1351 ,   1
